     Orden	Frec.absoluta 	 Frec.normalizada 
 95622.	hirsutos	       34	     0.22
 95623.	historiada	       34	     0.22
 95624.	historiado	       34	     0.22
 95625.	hojeado 	       34	     0.22
 95626.	holgazanería	       34	     0.22
 95627.	hombrecillos	       34	     0.22
 95628.	horcajuelo	       34	     0.22
 95629.	hoscos 	       34	     0.22
 95630.	hrinak	       34	     0.22
 95631.	huambo  	       34	     0.22
 95632.	huapango 	       34	     0.22
 95633.	hubieral	       34	     0.22
 95634.	huey 	       34	     0.22
 95635.	humanizada  	       34	     0.22
 95636.	humedecían  	       34	     0.22
 95637.	humillan	       34	     0.22
 95638.	iberico	       34	     0.22
 95639.	identificaría	       34	     0.22
 95640.	identikit	       34	     0.22
 95641.	idm 	       34	     0.22
 95642.	ilerdense	       34	     0.22
 95643.	ilocalizable	       34	     0.22
 95644.	ilusionaba	       34	     0.22
 95645.	imagenes 	       34	     0.22
 95646.	imam 	       34	     0.22
 95647.	impostado 	       34	     0.22
 95648.	incentivó	       34	     0.22
 95649.	inclementes 	       34	     0.22
 95650.	inclusa	       34	     0.22
 95651.	incógnitos	       34	     0.22
 95652.	incrementarían	       34	     0.22
 95653.	incrustar	       34	     0.22
 95654.	incubar	       34	     0.22
 95655.	indagué 	       34	     0.22
 95656.	indetectable	       34	     0.22
 95657.	indicase	       34	     0.22
 95658.	indignarse	       34	     0.22
 95659.	indisociables	       34	     0.22
 95660.	inexplicada	       34	     0.22
 95661.	infanzones	       34	     0.22
 95662.	infecte	       34	     0.22
 95663.	infectividad	       34	     0.22
 95664.	infieren	       34	     0.22
 95665.	infló	       34	     0.22
 95666.	influían	       34	     0.22
 95667.	infosa	       34	     0.22
 95668.	inhabitables	       34	     0.22
 95669.	iniciaciones	       34	     0.22
 95670.	inmuno 	       34	     0.22
 95671.	inquietando	       34	     0.22
 95672.	intempestivos	       34	     0.22
 95673.	intentasen	       34	     0.22
 95674.	intercom	       34	     0.22
 95675.	interpretes	       34	     0.22
 95676.	interruptus	       34	     0.22
 95677.	interzonal	       34	     0.22
 95678.	intimidó	       34	     0.22
 95679.	irradiante	       34	     0.22
 95680.	irremisible	       34	     0.22
 95681.	itaca	       34	     0.22
 95682.	ital	       34	     0.22
 95683.	iturbi	       34	     0.22
 95684.	jamaicana 	       34	     0.22
 95685.	jameson 	       34	     0.22
 95686.	jazzística	       34	     0.22
 95687.	jienense	       34	     0.22
 95688.	jocosas 	       34	     0.22
 95689.	jonroneó	       34	     0.22
 95690.	jovialmente	       34	     0.22
 95691.	juantorena	       34	     0.22
 95692.	jurassic	       34	     0.22
 95693.	kamman  	       34	     0.22
 95694.	karmal 	       34	     0.22
 95695.	karolinska	       34	     0.22
 95696.	katharina	       34	     0.22
 95697.	kattán	       34	     0.22
 95698.	kauffman 	       34	     0.22
 95699.	kelley	       34	     0.22
 95700.	keniata	       34	     0.22
 95701.	kia	       34	     0.22
 95702.	kiefer	       34	     0.22
 95703.	kily	       34	     0.22
 95704.	kinesiólogo	       34	     0.22
 95705.	klimt	       34	     0.22
 95706.	krüger	       34	     0.22
 95707.	krzysztof	       34	     0.22
 95708.	kwai	       34	     0.22
 95709.	l'oeil	       34	     0.22
 95710.	laboraron	       34	     0.22
 95711.	laboy	       34	     0.22
 95712.	laghlin	       34	     0.22
 95713.	laguía	       34	     0.22
 95714.	lakatos	       34	     0.22
 95715.	lamazares 	       34	     0.22
 95716.	lapayèse 	       34	     0.22
 95717.	lascaux 	       34	     0.22
 95718.	lasuén	       34	     0.22
 95719.	laurus	       34	     0.22
 95720.	lavacolla	       34	     0.22
 95721.	lavarnos	       34	     0.22
 95722.	lavarte	       34	     0.22
 95723.	lecter	       34	     0.22
 95724.	legalizadas	       34	     0.22
 95725.	leguleyo	       34	     0.22
 95726.	leiro	       34	     0.22
 95727.	leoncito	       34	     0.22
 95728.	leopoldito	       34	     0.22
 95729.	lequio	       34	     0.22
 95730.	leudar	       34	     0.22
 95731.	libelos	       34	     0.22
 95732.	libias	       34	     0.22
 95733.	librándose	       34	     0.22
 95734.	librecambismo 	       34	     0.22
 95735.	librecambista	       34	     0.22
 95736.	libri	       34	     0.22
 95737.	licio	       34	     0.22
 95738.	licitatorio	       34	     0.22
 95739.	lie	       34	     0.22
 95740.	ligerezas	       34	     0.22
 95741.	ligur	       34	     0.22
 95742.	lilith	       34	     0.22
 95743.	limonadas 	       34	     0.22
 95744.	limusinas	       34	     0.22
 95745.	linder	       34	     0.22
 95746.	lindner	       34	     0.22
 95747.	linguae	       34	     0.22
 95748.	lion	       34	     0.22
 95749.	lipton	       34	     0.22
 95750.	liquidador	       34	     0.22
 95751.	lissitzky	       34	     0.22
 95752.	lizarbe	       34	     0.22
 95753.	llamándoles 	       34	     0.22
 95754.	llevándonos	       34	     0.22
 95755.	lloriqueos	       34	     0.22
 95756.	lloyds	       34	     0.22
 95757.	lodosa	       34	     0.22
 95758.	lograsen	       34	     0.22
 95759.	lps	       34	     0.22
 95760.	lunaire	       34	     0.22
 95761.	lustrado	       34	     0.22
 95762.	luzhkov	       34	     0.22
 95763.	lx	       34	     0.22
 95764.	lycos	       34	     0.22
 95765.	macetones  	       34	     0.22
 95766.	maclaine 	       34	     0.22
 95767.	madrigales 	       34	     0.22
 95768.	maduren 	       34	     0.22
 95769.	magnifican	       34	     0.22
 95770.	magnolio 	       34	     0.22
 95771.	mahometana   	       34	     0.22
 95772.	malabar 	       34	     0.22
 95773.	malcriada	       34	     0.22
 95774.	malgastado 	       34	     0.22
 95775.	malinas 	       34	     0.22
 95776.	malviven	       34	     0.22
 95777.	mamaderas  	       34	     0.22
 95778.	mamando   	       34	     0.22
 95779.	mancebía 	       34	     0.22
 95780.	mancillar	       34	     0.22
 95781.	mancomunadamente    	       34	     0.22
 95782.	mándame   	       34	     0.22
 95783.	mandobles  	       34	     0.22
 95784.	mani 	       34	     0.22
 95785.	manipularlos	       34	     0.22
 95786.	manjarrez 	       34	     0.22
 95787.	mankiewicz 	       34	     0.22
 95788.	manojito	       34	     0.22
 95789.	manoseando  	       34	     0.22
 95790.	manzi 	       34	     0.22
 95791.	manzur 	       34	     0.22
 95792.	maquias 	       34	     0.22
 95793.	marais 	       34	     0.22
 95794.	márchese  	       34	     0.22
 95795.	marchistas 	       34	     0.22
 95796.	margara 	       34	     0.22
 95797.	mariona 	       34	     0.22
 95798.	mariscala	       34	     0.22
 95799.	marmitas 	       34	     0.22
 95800.	mascara 	       34	     0.22
 95801.	matadme  	       34	     0.22
 95802.	matizaron 	       34	     0.22
 95803.	mauritano 	       34	     0.22
 95804.	mauroy 	       34	     0.22
 95805.	mccann  	       34	     0.22
 95806.	medas  	       34	     0.22
 95807.	meditativa	       34	     0.22
 95808.	mejoramos  	       34	     0.22
 95809.	mejorarlos	       34	     0.22
 95810.	mema  	       34	     0.22
 95811.	memsahib  	       34	     0.22
 95812.	mendía 	       34	     0.22
 95813.	mendocina  	       34	     0.22
 95814.	mercouri	       34	     0.22
 95815.	merida 	       34	     0.22
 95816.	meridanos 	       34	     0.22
 95817.	mesoamericano  	       34	     0.22
 95818.	mesonera  	       34	     0.22
 95819.	meteoroides 	       34	     0.22
 95820.	meteré 	       34	     0.22
 95821.	meteremos  	       34	     0.22
 95822.	metiche 	       34	     0.22
 95823.	midiera	       34	     0.22
 95824.	miedosa 	       34	     0.22
 95825.	miedosos 	       34	     0.22
 95826.	milenrama 	       34	     0.22
 95827.	millo	       34	     0.22
 95828.	minervino	       34	     0.22
 95829.	minguella	       34	     0.22
 95830.	mining	       34	     0.22
 95831.	miocárdico 	       34	     0.22
 95832.	miriápodos 	       34	     0.22
 95833.	misantropía	       34	     0.22
 95834.	misional	       34	     0.22
 95835.	miskito	       34	     0.22
 95836.	modélicas 	       34	     0.22
 95837.	moderando  	       34	     0.22
 95838.	modere 	       34	     0.22
 95839.	modernísimo 	       34	     0.22
 95840.	mokarita	       34	     0.22
 95841.	moñitos 	       34	     0.22
 95842.	montañita 	       34	     0.22
 95843.	montantes 	       34	     0.22
 95844.	montejurra	       34	     0.22
 95845.	moratorias	       34	     0.22
 95846.	morrocoy 	       34	     0.22
 95847.	morrow 	       34	     0.22
 95848.	mosqueda  	       34	     0.22
 95849.	moulian 	       34	     0.22
 95850.	movies 	       34	     0.22
 95851.	mucus  	       34	     0.22
 95852.	muévase  	       34	     0.22
 95853.	muez 	       34	     0.22
 95854.	mujerío	       34	     0.22
 95855.	multilateralismo	       34	     0.22
 95856.	murallón	       34	     0.22
 95857.	musculosas  	       34	     0.22
 95858.	musicalización	       34	     0.22
 95859.	muskie 	       34	     0.22
 95860.	nalda	       34	     0.22
 95861.	napolitanas	       34	     0.22
 95862.	naranjeros	       34	     0.22
 95863.	naser	       34	     0.22
 95864.	nasir	       34	     0.22
 95865.	nastase 	       34	     0.22
 95866.	nautilus	       34	     0.22
 95867.	necropsias 	       34	     0.22
 95868.	nefanda 	       34	     0.22
 95869.	neonatales 	       34	     0.22
 95870.	neotenia	       34	     0.22
 95871.	neuquino 	       34	     0.22
 95872.	neuropsicológico	       34	     0.22
 95873.	neurovegetativos	       34	     0.22
 95874.	neutralista	       34	     0.22
 95875.	neuve 	       34	     0.22
 95876.	ney 	       34	     0.22
 95877.	nidal	       34	     0.22
 95878.	nihilistas	       34	     0.22
 95879.	nilson	       34	     0.22
 95880.	niñato	       34	     0.22
 95881.	niñatos	       34	     0.22
 95882.	noctámbula 	       34	     0.22
 95883.	nomeolvides 	       34	     0.22
 95884.	normativamente 	       34	     0.22
 95885.	nothing	       34	     0.22
 95886.	noventayochistas 	       34	     0.22
 95887.	ntic	       34	     0.22
 95888.	oa	       34	     0.22
 95889.	obc 	       34	     0.22
 95890.	obermaier 	       34	     0.22
 95891.	obrerismo 	       34	     0.22
 95892.	observándole 	       34	     0.22
 95893.	obtendrás 	       34	     0.22
 95894.	obtengamos  	       34	     0.22
 95895.	ocupábamos  	       34	     0.22
 95896.	odontológico	       34	     0.22
 95897.	oic	       34	     0.22
 95898.	oídio	       34	     0.22
 95899.	oleaginosa	       34	     0.22
 95900.	olivero	       34	     0.22
 95901.	ondulando 	       34	     0.22
 95902.	operatorias	       34	     0.22
 95903.	oponerle	       34	     0.22
 95904.	ordeña 	       34	     0.22
 95905.	organizadamente  	       34	     0.22
 95906.	organizarlos	       34	     0.22
 95907.	oriana	       34	     0.22
 95908.	orientarlos	       34	     0.22
 95909.	ornelas	       34	     0.22
 95910.	orsay	       34	     0.22
 95911.	osan 	       34	     0.22
 95912.	oscurecidas 	       34	     0.22
 95913.	otac	       34	     0.22
 95914.	otorgaran	       34	     0.22
 95915.	otorrinolaringólogo	       34	     0.22
 95916.	otrosí	       34	     0.22
 95917.	oxidarse	       34	     0.22
 95918.	oxigenado 	       34	     0.22
 95919.	oxigenoterapia	       34	     0.22
 95920.	pacificadores	       34	     0.22
 95921.	pacten 	       34	     0.22
 95922.	paellera	       34	     0.22
 95923.	pagani	       34	     0.22
 95924.	palatinado	       34	     0.22
 95925.	palenzuela	       34	     0.22
 95926.	paleontológicas	       34	     0.22
 95927.	palmolive	       34	     0.22
 95928.	palmoteo 	       34	     0.22
 95929.	palpablemente 	       34	     0.22
 95930.	pañolón 	       34	     0.22
 95931.	pantaleo	       34	     0.22
 95932.	pantaletas	       34	     0.22
 95933.	papelerías	       34	     0.22
 95934.	papin	       34	     0.22
 95935.	páprika	       34	     0.22
 95936.	paquetitos	       34	     0.22
 95937.	pardillos	       34	     0.22
 95938.	párese 	       34	     0.22
 95939.	parle	       34	     0.22
 95940.	pars	       34	     0.22
 95941.	partidillo	       34	     0.22
 95942.	partizán	       34	     0.22
 95943.	pasable 	       34	     0.22
 95944.	pasantía	       34	     0.22
 95945.	pasquín 	       34	     0.22
 95946.	past	       34	     0.22
 95947.	pastaza 	       34	     0.22
 95948.	pastón 	       34	     0.22
 95949.	paternina	       34	     0.22
 95950.	patogénicos 	       34	     0.22
 95951.	paulovich	       34	     0.22
 95952.	payahás 	       34	     0.22
 95953.	pé	       34	     0.22
 95954.	pecadillos	       34	     0.22
 95955.	pedreira	       34	     0.22
 95956.	pegarte	       34	     0.22
 95957.	pegasus 	       34	     0.22
 95958.	pejigueras	       34	     0.22
 95959.	peledeístas	       34	     0.22
 95960.	penínsulas	       34	     0.22
 95961.	pense 	       34	     0.22
 95962.	pepi	       34	     0.22
 95963.	pepitoria	       34	     0.22
 95964.	pepys 	       34	     0.22
 95965.	perduraba 	       34	     0.22
 95966.	pérgamo 	       34	     0.22
 95967.	permeación 	       34	     0.22
 95968.	permisibles	       34	     0.22
 95969.	permutaciones 	       34	     0.22
 95970.	perseguidora	       34	     0.22
 95971.	persignándose 	       34	     0.22
 95972.	pescaditos 	       34	     0.22
 95973.	pescao 	       34	     0.22
 95974.	pesen 	       34	     0.22
 95975.	petr	       34	     0.22
 95976.	peyorativos	       34	     0.22
 95977.	pináculos	       34	     0.22
 95978.	pirómanos 	       34	     0.22
 95979.	pitas	       34	     0.22
 95980.	pitorro	       34	     0.22
 95981.	pitta	       34	     0.22
 95982.	placard	       34	     0.22
 95983.	plath	       34	     0.22
 95984.	pletóricos	       34	     0.22
 95985.	plicas	       34	     0.22
 95986.	plutocracia	       34	     0.22
 95987.	plutónicas	       34	     0.22
 95988.	poindexter	       34	     0.22
 95989.	poliestireno	       34	     0.22
 95990.	politècnica	       34	     0.22
 95991.	pompón  	       34	     0.22
 95992.	pongámonos  	       34	     0.22
 95993.	ponzoñoso  	       34	     0.22
 95994.	porciento	       34	     0.22
 95995.	posesionó 	       34	     0.22
 95996.	posibilitaba	       34	     0.22
 95997.	postró	       34	     0.22
 95998.	potenciarse	       34	     0.22
 95999.	potosina	       34	     0.22
 96000.	potosinos	       34	     0.22
 96001.	poul	       34	     0.22
 96002.	ppa 	       34	     0.22
 96003.	preagrícolas	       34	     0.22
 96004.	prebostes 	       34	     0.22
 96005.	precalentada	       34	     0.22
 96006.	precalentamos 	       34	     0.22
 96007.	predación	       34	     0.22
 96008.	pregúnteselo	       34	     0.22
 96009.	premuras 	       34	     0.22
 96010.	prendedores 	       34	     0.22
 96011.	preparándome  	       34	     0.22
 96012.	preparándonos 	       34	     0.22
 96013.	prerromana 	       34	     0.22
 96014.	presionadas 	       34	     0.22
 96015.	pretendías	       34	     0.22
 96016.	principe	       34	     0.22
 96017.	prismático	       34	     0.22
 96018.	procedamos  	       34	     0.22
 96019.	proceedings 	       34	     0.22
 96020.	product	       34	     0.22
 96021.	profanada	       34	     0.22
 96022.	profase	       34	     0.22
 96023.	progenitoras	       34	     0.22
 96024.	prolongarla	       34	     0.22
 96025.	promulgaron 	       34	     0.22
 96026.	proponiéndose 	       34	     0.22
 96027.	propugnaban 	       34	     0.22
 96028.	prostaglandina	       34	     0.22
 96029.	prostituir	       34	     0.22
 96030.	protozoo	       34	     0.22
 96031.	provendría	       34	     0.22
 96032.	provocarla	       34	     0.22
 96033.	proyectara	       34	     0.22
 96034.	psicocine	       34	     0.22
 96035.	psicologismo 	       34	     0.22
 96036.	pudorosamente  	       34	     0.22
 96037.	pull	       34	     0.22
 96038.	púnica	       34	     0.22
 96039.	pupas 	       34	     0.22
 96040.	putt	       34	     0.22
 96041.	quales	       34	     0.22
 96042.	question	       34	     0.22
 96043.	quevedos 	       34	     0.22
 96044.	quipu	       34	     0.22
 96045.	quitárselos	       34	     0.22
 96046.	rabiando	       34	     0.22
 96047.	racionar	       34	     0.22
 96048.	radiofonía	       34	     0.22
 96049.	radiográfica	       34	     0.22
 96050.	radiotelescopio	       34	     0.22
 96051.	raiz	       34	     0.22
 96052.	rajasthan	       34	     0.22
 96053.	rasco	       34	     0.22
 96054.	rastreadores	       34	     0.22
 96055.	rastreó	       34	     0.22
 96056.	rastreos	       34	     0.22
 96057.	ratificaría	       34	     0.22
 96058.	reactive	       34	     0.22
 96059.	reanima 	       34	     0.22
 96060.	reanimado 	       34	     0.22
 96061.	rearmar	       34	     0.22
 96062.	rebasen 	       34	     0.22
 96063.	rebate	       34	     0.22
 96064.	recaudadora 	       34	     0.22
 96065.	recitativos	       34	     0.22
 96066.	reconstruía	       34	     0.22
 96067.	recula	       34	     0.22
 96068.	redacté	       34	     0.22
 96069.	redoblaron	       34	     0.22
 96070.	reduciéndola	       34	     0.22
 96071.	reelaborar	       34	     0.22
 96072.	reencarnado 	       34	     0.22
 96073.	reevaluación	       34	     0.22
 96074.	reforestar	       34	     0.22
 96075.	refrigeradas	       34	     0.22
 96076.	regañado 	       34	     0.22
 96077.	regatta	       34	     0.22
 96078.	regency 	       34	     0.22
 96079.	regresarse	       34	     0.22
 96080.	regularice	       34	     0.22
 96081.	reineta	       34	     0.22
 96082.	reinsertados	       34	     0.22
 96083.	reinventa	       34	     0.22
 96084.	reivindicarse	       34	     0.22
 96085.	rejuvenecida	       34	     0.22
 96086.	relevando	       34	     0.22
 96087.	rellanos	       34	     0.22
 96088.	remarcable 	       34	     0.22
 96089.	rendí	       34	     0.22
 96090.	renuevos 	       34	     0.22
 96091.	reorganizado	       34	     0.22
 96092.	repercutirán	       34	     0.22
 96093.	replicando	       34	     0.22
 96094.	reprobó	       34	     0.22
 96095.	reprodujera	       34	     0.22
 96096.	resignadas 	       34	     0.22
 96097.	resolviéndose	       34	     0.22
 96098.	resoplar	       34	     0.22
 96099.	respiradero	       34	     0.22
 96100.	responderles	       34	     0.22
 96101.	restauran	       34	     0.22
 96102.	restituida	       34	     0.22
 96103.	retendrá	       34	     0.22
 96104.	retenerme 	       34	     0.22
 96105.	retengan	       34	     0.22
 96106.	retinales	       34	     0.22
 96107.	retocada	       34	     0.22
 96108.	retrechera	       34	     0.22
 96109.	retroacción	       34	     0.22
 96110.	retrocedemos 	       34	     0.22
 96111.	revender	       34	     0.22
 96112.	reverenciar	       34	     0.22
 96113.	revisarlos	       34	     0.22
 96114.	revistan	       34	     0.22
 96115.	revoredo	       34	     0.22
 96116.	rhododendron 	       34	     0.22
 96117.	ribot	       34	     0.22
 96118.	rickert	       34	     0.22
 96119.	riesgosos	       34	     0.22
 96120.	riglos	       34	     0.22
 96121.	rigodón	       34	     0.22
 96122.	rindes	       34	     0.22
 96123.	rive	       34	     0.22
 96124.	rms 	       34	     0.22
 96125.	rnd	       34	     0.22
 96126.	robacarros	       34	     0.22
 96127.	rocanrol	       34	     0.22
 96128.	rocieros	       34	     0.22
 96129.	rodara	       34	     0.22
 96130.	rodez	       34	     0.22
 96131.	roggero	       34	     0.22
 96132.	romperán 	       34	     0.22
 96133.	romperían 	       34	     0.22
 96134.	romperlas 	       34	     0.22
 96135.	romperlos 	       34	     0.22
 96136.	rosende 	       34	     0.22
 96137.	rotadores	       34	     0.22
 96138.	roura	       34	     0.22
 96139.	rourke	       34	     0.22
 96140.	roya	       34	     0.22
 96141.	rúas	       34	     0.22
 96142.	rubrica	       34	     0.22
 96143.	rubricada	       34	     0.22
 96144.	rule	       34	     0.22
 96145.	rumbero 	       34	     0.22
 96146.	rumiante	       34	     0.22
 96147.	saad 	       34	     0.22
 96148.	sabatinas	       34	     0.22
 96149.	saboreo 	       34	     0.22
 96150.	sabucedo 	       34	     0.22
 96151.	sacyr	       34	     0.22
 96152.	sadi	       34	     0.22
 96153.	saénz 	       34	     0.22
 96154.	sais	       34	     0.22
 96155.	saladero	       34	     0.22
 96156.	salgareño	       34	     0.22
 96157.	salomó 	       34	     0.22
 96158.	salonia	       34	     0.22
 96159.	saltearlos	       34	     0.22
 96160.	salú	       34	     0.22
 96161.	salvadoras	       34	     0.22
 96162.	sancionen 	       34	     0.22
 96163.	saneadas 	       34	     0.22
 96164.	saneados 	       34	     0.22
 96165.	santé	       34	     0.22
 96166.	santurtzi	       34	     0.22
 96167.	satanismo 	       34	     0.22
 96168.	satanización	       34	     0.22
 96169.	scavone 	       34	     0.22
 96170.	seal	       34	     0.22
 96171.	sebastiano 	       34	     0.22
 96172.	sebastopol 	       34	     0.22
 96173.	secretora	       34	     0.22
 96174.	sectarismos 	       34	     0.22
 96175.	semióticos 	       34	     0.22
 96176.	señorones 	       34	     0.22
 96177.	separable	       34	     0.22
 96178.	separarte	       34	     0.22
 96179.	serenazgo 	       34	     0.22
 96180.	serenísimo 	       34	     0.22
 96181.	serguéi	       34	     0.22
 96182.	seriados	       34	     0.22
 96183.	serret	       34	     0.22
 96184.	sesudas 	       34	     0.22
 96185.	siemund 	       34	     0.22
 96186.	siervas	       34	     0.22
 96187.	sieso	       34	     0.22
 96188.	síganme 	       34	     0.22
 96189.	sigourney	       34	     0.22
 96190.	simbologías 	       34	     0.22
 96191.	sincerarse	       34	     0.22
 96192.	sinfonismo	       34	     0.22
 96193.	sistematizados 	       34	     0.22
 96194.	sitúo	       34	     0.22
 96195.	sivensa	       34	     0.22
 96196.	sobada 	       34	     0.22
 96197.	sobrecostos 	       34	     0.22
 96198.	sobreponer 	       34	     0.22
 96199.	sobrevenía	       34	     0.22
 96200.	sobrevivimos	       34	     0.22
 96201.	socorrista	       34	     0.22
 96202.	sodi	       34	     0.22
 96203.	sombreadas  	       34	     0.22
 96204.	sombríamente  	       34	     0.22
 96205.	sommerfeld 	       34	     0.22
 96206.	sons 	       34	     0.22
 96207.	sordociega 	       34	     0.22
 96208.	sosegadas  	       34	     0.22
 96209.	sospechábamos   	       34	     0.22
 96210.	soutomaior 	       34	     0.22
 96211.	speakes 	       34	     0.22
 96212.	srm 	       34	     0.22
 96213.	stavroguin	       34	     0.22
 96214.	steck	       34	     0.22
 96215.	stepashin	       34	     0.22
 96216.	sthapatya 	       34	     0.22
 96217.	subdividido	       34	     0.22
 96218.	sublimidad	       34	     0.22
 96219.	subvencionará 	       34	     0.22
 96220.	suelda	       34	     0.22
 96221.	suélteme 	       34	     0.22
 96222.	sueno 	       34	     0.22
 96223.	suministrarse	       34	     0.22
 96224.	supersónico 	       34	     0.22
 96225.	surcadas 	       34	     0.22
 96226.	sustenten 	       34	     0.22
 96227.	sustitutorio	       34	     0.22
 96228.	tabernera	       34	     0.22
 96229.	tablita	       34	     0.22
 96230.	tabloncillo	       34	     0.22
 96231.	tachaba 	       34	     0.22
 96232.	tacharon	       34	     0.22
 96233.	tapadillo	       34	     0.22
 96234.	tapiales	       34	     0.22
 96235.	tarántulas	       34	     0.22
 96236.	tarín	       34	     0.22
 96237.	tarrius	       34	     0.22
 96238.	tartárico	       34	     0.22
 96239.	tasso	       34	     0.22
 96240.	tavares	       34	     0.22
 96241.	tb	       34	     0.22
 96242.	tee	       34	     0.22
 96243.	telefilm	       34	     0.22
 96244.	tellez	       34	     0.22
 96245.	teocrática	       34	     0.22
 96246.	terciaba	       34	     0.22
 96247.	terminologías	       34	     0.22
 96248.	termófilos	       34	     0.22
 96249.	terracita	       34	     0.22
 96250.	terrorismos	       34	     0.22
 96251.	thalassinos	       34	     0.22
 96252.	theodorakis	       34	     0.22
 96253.	thinking	       34	     0.22
 96254.	tibás	       34	     0.22
 96255.	tipografías	       34	     0.22
 96256.	tirarles	       34	     0.22
 96257.	titubeando	       34	     0.22
 96258.	tlacaélel	       34	     0.22
 96259.	tlaxiaco	       34	     0.22
 96260.	tocaré	       34	     0.22
 96261.	tocinos	       34	     0.22
 96262.	toja	       34	     0.22
 96263.	tonya	       34	     0.22
 96264.	torcedura	       34	     0.22
 96265.	tordillo	       34	     0.22
 96266.	tornasolado	       34	     0.22
 96267.	tornen	       34	     0.22
 96268.	toronjas	       34	     0.22
 96269.	tórridos	       34	     0.22
 96270.	trababa	       34	     0.22
 96271.	trafelatti	       34	     0.22
 96272.	traficaba	       34	     0.22
 96273.	traicionara	       34	     0.22
 96274.	transformarían	       34	     0.22
 96275.	transformismo 	       34	     0.22
 96276.	transmitiría	       34	     0.22
 96277.	transportables	       34	     0.22
 96278.	trapezoidal	       34	     0.22
 96279.	trapicheo	       34	     0.22
 96280.	trasgresión	       34	     0.22
 96281.	traslúcidos	       34	     0.22
 96282.	traspone	       34	     0.22
 96283.	traumatizada 	       34	     0.22
 96284.	triquiñuela	       34	     0.22
 96285.	truculencias	       34	     0.22
 96286.	tsunami 	       34	     0.22
 96287.	tumefacta 	       34	     0.22
 96288.	tumefacto 	       34	     0.22
 96289.	tutú	       34	     0.22
 96290.	tva	       34	     0.22
 96291.	udo 	       34	     0.22
 96292.	ulrike	       34	     0.22
 96293.	umbelas 	       34	     0.22
 96294.	umbríos 	       34	     0.22
 96295.	uncinata	       34	     0.22
 96296.	uninominalidad	       34	     0.22
 96297.	upm 	       34	     0.22
 96298.	urbaneja	       34	     0.22
 96299.	urgida	       34	     0.22
 96300.	urteaga	       34	     0.22
 96301.	urubamba  	       34	     0.22
 96302.	usaquén 	       34	     0.22
 96303.	utilísimo	       34	     0.22
 96304.	valva	       34	     0.22
 96305.	vanzetti	       34	     0.22
 96306.	vaporizador	       34	     0.22
 96307.	varietal	       34	     0.22
 96308.	vasodilatadores	       34	     0.22
 96309.	vedanta	       34	     0.22
 96310.	vendremos 	       34	     0.22
 96311.	veneros	       34	     0.22
 96312.	venpres	       34	     0.22
 96313.	verani	       34	     0.22
 96314.	verdolagas	       34	     0.22
 96315.	veredictos	       34	     0.22
 96316.	verificadora	       34	     0.22
 96317.	version	       34	     0.22
 96318.	vertebran	       34	     0.22
 96319.	verticalización	       34	     0.22
 96320.	vestirnos	       34	     0.22
 96321.	vickers	       34	     0.22
 96322.	videotex	       34	     0.22
 96323.	villadiego	       34	     0.22
 96324.	villamagna	       34	     0.22
 96325.	viloria	       34	     0.22
 96326.	vinoso	       34	     0.22
 96327.	virado	       34	     0.22
 96328.	virosis	       34	     0.22
 96329.	visitábamos	       34	     0.22
 96330.	vistieran	       34	     0.22
 96331.	vítor	       34	     0.22
 96332.	vitorino	       34	     0.22
 96333.	vituperios	       34	     0.22
 96334.	vivirlas	       34	     0.22
 96335.	vivirlos	       34	     0.22
 96336.	vlaovic	       34	     0.22
 96337.	voceaban 	       34	     0.22
 96338.	vogt	       34	     0.22
 96339.	volatilizado	       34	     0.22
 96340.	vols	       34	     0.22
 96341.	volubles	       34	     0.22
 96342.	vovô	       34	     0.22
 96343.	vpn	       34	     0.22
 96344.	vpp	       34	     0.22
 96345.	wagensberg  	       34	     0.22
 96346.	walther	       34	     0.22
 96347.	watan 	       34	     0.22
 96348.	wav 	       34	     0.22
 96349.	wesson 	       34	     0.22
 96350.	wheelock 	       34	     0.22
 96351.	wiesel	       34	     0.22
 96352.	wildlife	       34	     0.22
 96353.	wilmington	       34	     0.22
 96354.	winters	       34	     0.22
 96355.	worms 	       34	     0.22
 96356.	writer	       34	     0.22
 96357.	xilográfica	       34	     0.22
 96358.	xxxvii	       34	     0.22
 96359.	yebala	       34	     0.22
 96360.	yumbel 	       34	     0.22
 96361.	zabalía	       34	     0.22
 96362.	zalacaín	       34	     0.22
 96363.	zalamero 	       34	     0.22
 96364.	zapateo 	       34	     0.22
 96365.	zapaterías	       34	     0.22
 96366.	zarpado 	       34	     0.22
 96367.	zarzal	       34	     0.22
 96368.	zarzo	       34	     0.22
 96369.	zdf	       34	     0.22
 96370.	zigurat	       34	     0.22
 96371.	zihuatanejo	       34	     0.22
 96372.	ziyes	       34	     0.22
 96373.	abanda 	       33	     0.21
 96374.	abandonemos   	       33	     0.21
 96375.	abaroa 	       33	     0.21
 96376.	abdoujaparov 	       33	     0.21
 96377.	abofetea	       33	     0.21
 96378.	abordara	       33	     0.21
 96379.	abríamos 	       33	     0.21
 96380.	abrirte	       33	     0.21
 96381.	abrocha 	       33	     0.21
 96382.	abulta	       33	     0.21
 96383.	aburrí	       33	     0.21
 96384.	acababas 	       33	     0.21
 96385.	acarreados 	       33	     0.21
 96386.	acato	       33	     0.21
 96387.	achacaban  	       33	     0.21
 96388.	aclaramiento	       33	     0.21
